"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00046730","PASO ROBLES, CA US","1972-09-04",,,"0.00","0.0","0.0","80","60","77"
"USC00046730","PASO ROBLES, CA US","1972-09-05",,,"0.03","0.0","0.0","88","58","83"
"USC00046730","PASO ROBLES, CA US","1972-09-06",,,"0.00","0.0","0.0","82","48","75"
"USC00046730","PASO ROBLES, CA US","1972-09-07",,,"0.00","0.0","0.0","78","45","76"
"USC00046730","PASO ROBLES, CA US","1972-09-08",,,"0.00","0.0","0.0","79","47","75"
"USC00046730","PASO ROBLES, CA US","1972-09-09",,,"0.00","0.0","0.0","79","47","65"
"USC00046730","PASO ROBLES, CA US","1972-09-10",,,"0.00","0.0","0.0","72","48","69"
"USC00046730","PASO ROBLES, CA US","1972-09-11",,,"0.00","0.0","0.0","72","36","68"
"USC00046730","PASO ROBLES, CA US","1972-09-12",,,"0.00","0.0","0.0","83","38","81"
"USC00046730","PASO ROBLES, CA US","1972-09-13",,,"0.00","0.0","0.0","88","38","85"
"USC00046730","PASO ROBLES, CA US","1972-09-14",,,"0.00","0.0","0.0","88","39","77"
"USC00046730","PASO ROBLES, CA US","1972-09-15",,,"0.00","0.0","0.0","84","39","80"
"USC00046730","PASO ROBLES, CA US","1972-09-16",,,"0.00","0.0","0.0","81","43","79"
"USC00046730","PASO ROBLES, CA US","1972-09-17",,,"0.00","0.0","0.0","80","40","78"
"USC00046730","PASO ROBLES, CA US","1972-09-18",,,"0.00","0.0","0.0","83","39","74"
"USC00046730","PASO ROBLES, CA US","1972-09-19",,,"0.00","0.0","0.0","83","42","79"
"USC00046730","PASO ROBLES, CA US","1972-09-20",,,"0.00","0.0","0.0","87","46","85"
"USC00046730","PASO ROBLES, CA US","1972-09-21",,,"0.00","0.0","0.0","96","42","94"
"USC00046730","PASO ROBLES, CA US","1972-09-22",,,"0.00","0.0","0.0","96","47","87"
"USC00046730","PASO ROBLES, CA US","1972-09-23",,,"0.00","0.0","0.0","89","40","87"
"USC00046730","PASO ROBLES, CA US","1972-09-24",,,"0.00","0.0","0.0","88","44","74"
"USC00046730","PASO ROBLES, CA US","1972-09-25",,,"0.00","0.0","0.0","83","37","80"
"USC00046730","PASO ROBLES, CA US","1972-09-26",,,"0.00","0.0","0.0","82","48","70"
"USC00046730","PASO ROBLES, CA US","1972-09-27",,,"0.00","0.0","0.0","82","47","77"
"USC00046730","PASO ROBLES, CA US","1972-09-28",,,"0.00","0.0","0.0","88","50","86"
"USC00046730","PASO ROBLES, CA US","1972-09-29",,,"0.00","0.0","0.0","89","52","87"
"USC00046730","PASO ROBLES, CA US","1972-09-30",,,"0.00","0.0","0.0","88","49","73"
"USC00046730","PASO ROBLES, CA US","1972-10-01",,,"0.00","0.0","0.0","78","41","70"
"USC00046730","PASO ROBLES, CA US","1972-10-02",,,"0.00","0.0","0.0","74","51","71"
"USC00046730","PASO ROBLES, CA US","1972-10-03",,,"0.02","0.0","0.0","76","49","73"
"USC00046730","PASO ROBLES, CA US","1972-10-04",,,"0.01","0.0","0.0","78","56","74"
"USC00046730","PASO ROBLES, CA US","1972-10-05",,,"0.00","0.0","0.0","88","45","85"
"USC00046730","PASO ROBLES, CA US","1972-10-06",,,"0.00","0.0","0.0","90","46","89"
"USC00046730","PASO ROBLES, CA US","1972-10-07",,,"0.00","0.0","0.0","90","48","65"
"USC00046730","PASO ROBLES, CA US","1972-10-08",,,"0.00","0.0","0.0","70","49","60"
"USC00046730","PASO ROBLES, CA US","1972-10-09",,,"0.04","0.0","0.0","72","49","60"
"USC00046730","PASO ROBLES, CA US","1972-10-10",,,"0.30","0.0","0.0","68","57","66"
"USC00046730","PASO ROBLES, CA US","1972-10-11",,,"0.01","0.0","0.0","75","43","71"
"USC00046730","PASO ROBLES, CA US","1972-10-12",,,"0.30","0.0","0.0","72","44","64"
"USC00046730","PASO ROBLES, CA US","1972-10-13",,,"0.02","0.0","0.0","72","47","70"
"USC00046730","PASO ROBLES, CA US","1972-10-14",,,"0.00","0.0","0.0","70","47","64"
"USC00046730","PASO ROBLES, CA US","1972-10-15",,,"0.95","0.0","0.0","70","48","67"
"USC00046730","PASO ROBLES, CA US","1972-10-16",,,"0.01","0.0","0.0","68","48","64"
"USC00046730","PASO ROBLES, CA US","1972-10-17",,,"0.01","0.0","0.0","75","49","68"
"USC00046730","PASO ROBLES, CA US","1972-10-18",,,"0.01","0.0","0.0","73","50","60"
"USC00046730","PASO ROBLES, CA US","1972-10-19",,,"0.00","0.0","0.0","69","49","66"
"USC00046730","PASO ROBLES, CA US","1972-10-20",,,"0.00","0.0","0.0","68","49","64"
"USC00046730","PASO ROBLES, CA US","1972-10-21",,,"0.00","0.0","0.0","72","41","70"
"USC00046730","PASO ROBLES, CA US","1972-10-22",,,"0.00","0.0","0.0","77","47","72"
"USC00046730","PASO ROBLES, CA US","1972-10-23",,,"0.00","0.0","0.0","73","48","68"
"USC00046730","PASO ROBLES, CA US","1972-10-24",,,"0.00","0.0","0.0","81","45","78"
"USC00046730","PASO ROBLES, CA US","1972-10-25",,,"0.00","0.0","0.0","79","38","76"
"USC00046730","PASO ROBLES, CA US","1972-10-26",,,"0.00","0.0","0.0","77","38","61"
"USC00046730","PASO ROBLES, CA US","1972-10-27",,,"0.00","0.0","0.0","71","43","68"
"USC00046730","PASO ROBLES, CA US","1972-10-28",,,"0.00","0.0","0.0","73","38","69"
"USC00046730","PASO ROBLES, CA US","1972-10-29",,,"0.00","0.0","0.0","70","41","60"
"USC00046730","PASO ROBLES, CA US","1972-10-30",,,"0.00","0.0","0.0","68","25","64"
"USC00046730","PASO ROBLES, CA US","1972-10-31",,,"0.00","0.0","0.0","69","25","64"
"USC00046730","PASO ROBLES, CA US","1972-11-01",,,"0.00","0.0","0.0","72","38","66"
"USC00046730","PASO ROBLES, CA US","1972-11-02",,,"0.00","0.0","0.0","76","37","70"
"USC00046730","PASO ROBLES, CA US","1972-11-03",,,"0.00","0.0","0.0","77","45","71"
"USC00046730","PASO ROBLES, CA US","1972-11-04",,,"0.39","0.0","0.0","73","51","62"
"USC00046730","PASO ROBLES, CA US","1972-11-05",,,"0.00","0.0","0.0","66","40","60"
"USC00046730","PASO ROBLES, CA US","1972-11-06",,,"0.00","0.0","0.0","65","37","60"
"USC00046730","PASO ROBLES, CA US","1972-11-07",,,"0.03","0.0","0.0","64","45","58"
"USC00046730","PASO ROBLES, CA US","1972-11-08",,,"0.01","0.0","0.0","64","35","59"
"USC00046730","PASO ROBLES, CA US","1972-11-09",,,"0.00","0.0","0.0","62","36","58"
"USC00046730","PASO ROBLES, CA US","1972-11-10",,,"0.23","0.0","0.0","59","42","56"
"USC00046730","PASO ROBLES, CA US","1972-11-11",,,"0.54","0.0","0.0","67","42","48"
"USC00046730","PASO ROBLES, CA US","1972-11-12",,,"0.00","0.0","0.0","62","36","50"
"USC00046730","PASO ROBLES, CA US","1972-11-13",,,"0.05","0.0","0.0","58","42","50"
"USC00046730","PASO ROBLES, CA US","1972-11-14",,,"1.36","0.0","0.0","60","47","55"
"USC00046730","PASO ROBLES, CA US","1972-11-15",,,"0.87","0.0","0.0","61","48","53"
"USC00046730","PASO ROBLES, CA US","1972-11-16",,,"0.49","0.0","0.0","55","40","49"
"USC00046730","PASO ROBLES, CA US","1972-11-17",,,"0.17","0.0","0.0","61","39","58"
"USC00046730","PASO ROBLES, CA US","1972-11-18",,,"0.00","0.0","0.0","59","40","50"
"USC00046730","PASO ROBLES, CA US","1972-11-19",,,"0.00","0.0","0.0","60","40","56"
"USC00046730","PASO ROBLES, CA US","1972-11-20",,,"0.00","0.0","0.0","60","40","55"
"USC00046730","PASO ROBLES, CA US","1972-11-21",,,"0.00","0.0","0.0","57","33","53"
"USC00046730","PASO ROBLES, CA US","1972-11-22",,,"0.00","0.0","0.0","58","35","51"
"USC00046730","PASO ROBLES, CA US","1972-11-23",,,"0.00","0.0","0.0","61","31","55"
"USC00046730","PASO ROBLES, CA US","1972-11-24",,,"0.00","0.0","0.0","59","30","55"
"USC00046730","PASO ROBLES, CA US","1972-11-25",,,"0.00","0.0","0.0","63","34","54"
"USC00046730","PASO ROBLES, CA US","1972-11-26",,,"0.00","0.0","0.0","62","33","54"
"USC00046730","PASO ROBLES, CA US","1972-11-27",,,"0.00","0.0","0.0","56","32","49"
"USC00046730","PASO ROBLES, CA US","1972-11-28",,,"0.00","0.0","0.0","66","28","61"
"USC00046730","PASO ROBLES, CA US","1972-11-29",,,"0.00","0.0","0.0","67","29","63"
"USC00046730","PASO ROBLES, CA US","1972-11-30",,,"0.00","0.0","0.0","71","27","62"
"USC00046730","PASO ROBLES, CA US","1972-12-01",,,"0.00","0.0","0.0","69","23","60"
"USC00046730","PASO ROBLES, CA US","1972-12-02",,,"0.00","0.0","0.0","61","27","46"
"USC00046730","PASO ROBLES, CA US","1972-12-03",,,"0.00","0.0","0.0","56","27","54"
"USC00046730","PASO ROBLES, CA US","1972-12-04",,,"0.05","0.0","0.0","56","41","43"
"USC00046730","PASO ROBLES, CA US","1972-12-05",,,"0.02","0.0","0.0","48","24","45"
"USC00046730","PASO ROBLES, CA US","1972-12-06",,,"0.39","0.0","0.0","56","26","50"
"USC00046730","PASO ROBLES, CA US","1972-12-07",,,"0.11","0.0","0.0","50","31","43"
"USC00046730","PASO ROBLES, CA US","1972-12-08",,,"0.12","0.0","0.0","45","33","40"
"USC00046730","PASO ROBLES, CA US","1972-12-09",,,"0.00","0.0","0.0","42","22","33"
"USC00046730","PASO ROBLES, CA US","1972-12-10",,,"0.00","0.0","0.0","47","25","37"
"USC00046730","PASO ROBLES, CA US","1972-12-11",,,"0.00","0.0","0.0","44","22","39"
"USC00046730","PASO ROBLES, CA US","1972-12-12",,,"0.00","0.0","0.0","44","18","41"
"USC00046730","PASO ROBLES, CA US","1972-12-13",,,"0.00","0.0","0.0","48","22","41"
"USC00046730","PASO ROBLES, CA US","1972-12-14",,,"0.00","0.0","0.0","53","16","47"
"USC00046730","PASO ROBLES, CA US","1972-12-15",,,"0.00","0.0","0.0","48","21","40"
"USC00046730","PASO ROBLES, CA US","1972-12-16",,,"0.00","0.0","0.0","57","27","48"
"USC00046730","PASO ROBLES, CA US","1972-12-17",,,"0.09","0.0","0.0","54","40","50"
"USC00046730","PASO ROBLES, CA US","1972-12-18",,,"0.00","0.0","0.0","68","39","60"
"USC00046730","PASO ROBLES, CA US","1972-12-19",,,"0.05","0.0","0.0","66","39","61"
"USC00046730","PASO ROBLES, CA US","1972-12-20",,,"0.01","0.0","0.0","65","47","59"
"USC00046730","PASO ROBLES, CA US","1972-12-21",,,"0.00","0.0","0.0","66","45","62"
"USC00046730","PASO ROBLES, CA US","1972-12-22",,,"0.00","0.0","0.0","64","39","51"
"USC00046730","PASO ROBLES, CA US","1972-12-23",,,"0.00","0.0","0.0","66","38","57"
"USC00046730","PASO ROBLES, CA US","1972-12-24",,,"0.00","0.0","0.0","66","39","57"
"USC00046730","PASO ROBLES, CA US","1972-12-25",,,"0.00","0.0","0.0","61","35","56"
"USC00046730","PASO ROBLES, CA US","1972-12-26",,,"0.00","0.0","0.0","70","27","65"
"USC00046730","PASO ROBLES, CA US","1972-12-27",,,"0.00","0.0","0.0","66","27","56"
"USC00046730","PASO ROBLES, CA US","1972-12-28",,,"0.01","0.0","0.0","57","30","49"
"USC00046730","PASO ROBLES, CA US","1972-12-29",,,"0.00","0.0","0.0","55","23","50"
"USC00046730","PASO ROBLES, CA US","1972-12-30",,,"0.00","0.0","0.0","58","22","54"
"USC00046730","PASO ROBLES, CA US","1972-12-31",,,"0.00","0.0","0.0","54","20","46"
"USC00046730","PASO ROBLES, CA US","1973-01-01",,,"0.00","0.0","0.0","55","18","54"
"USC00046730","PASO ROBLES, CA US","1973-01-02",,,"0.00","0.0","0.0","61","18","52"
"USC00046730","PASO ROBLES, CA US","1973-01-03",,,"0.06","0.0","0.0","53","32","48"
"USC00046730","PASO ROBLES, CA US","1973-01-04",,,"0.02","0.0","0.0","53","28","49"
"USC00046730","PASO ROBLES, CA US","1973-01-05",,,"0.00","0.0","0.0","52","16","46"
"USC00046730","PASO ROBLES, CA US","1973-01-06",,,"0.00","0.0","0.0","51","15","46"
"USC00046730","PASO ROBLES, CA US","1973-01-07",,,"0.00","0.0","0.0","52","15","42"
"USC00046730","PASO ROBLES, CA US","1973-01-08",,,"0.25","0.0","0.0","48","27","47"
"USC00046730","PASO ROBLES, CA US","1973-01-09",,,"1.56","0.0","0.0","54","45","50"
"USC00046730","PASO ROBLES, CA US","1973-01-10",,,"0.30","0.0","0.0","52","35","50"
"USC00046730","PASO ROBLES, CA US","1973-01-11",,,"0.01","0.0","0.0","61","40","58"
"USC00046730","PASO ROBLES, CA US","1973-01-12",,,"0.00","0.0","0.0","64","43","60"
"USC00046730","PASO ROBLES, CA US","1973-01-13",,,"0.02","0.0","0.0","67","43","61"
"USC00046730","PASO ROBLES, CA US","1973-01-14",,,"0.01","0.0","0.0","64","39","57"
"USC00046730","PASO ROBLES, CA US","1973-01-15",,,"0.00","0.0","0.0","58","39","54"
"USC00046730","PASO ROBLES, CA US","1973-01-16",,,"0.99","0.0","0.0","57","48","55"
"USC00046730","PASO ROBLES, CA US","1973-01-17",,,"0.11","0.0","0.0","56","40","54"
"USC00046730","PASO ROBLES, CA US","1973-01-18",,,"2.51","0.0","0.0","55","44","52"
"USC00046730","PASO ROBLES, CA US","1973-01-19",,,"0.15","0.0","0.0","60","32","49"
"USC00046730","PASO ROBLES, CA US","1973-01-20",,,"0.00","0.0","0.0","53","29","48"
"USC00046730","PASO ROBLES, CA US","1973-01-21",,,"0.00","0.0","0.0","54","33","46"
"USC00046730","PASO ROBLES, CA US","1973-01-22",,,"0.00","0.0","0.0","54","31","48"
"USC00046730","PASO ROBLES, CA US","1973-01-23",,,"0.00","0.0","0.0","61","28","56"
"USC00046730","PASO ROBLES, CA US","1973-01-24",,,"0.00","0.0","0.0","58","28","53"
"USC00046730","PASO ROBLES, CA US","1973-01-25",,,"0.14","0.0","0.0","56","40","45"
"USC00046730","PASO ROBLES, CA US","1973-01-26",,,"0.00","0.0","0.0","52","29","46"
"USC00046730","PASO ROBLES, CA US","1973-01-27",,,"0.00","0.0","0.0","59","29","55"
"USC00046730","PASO ROBLES, CA US","1973-01-28",,,"0.00","0.0","0.0","67","28","56"
"USC00046730","PASO ROBLES, CA US","1973-01-29",,,"0.17","0.0","0.0","57","31","50"
"USC00046730","PASO ROBLES, CA US","1973-01-30",,,"0.24","0.0","0.0","58","38","56"
"USC00046730","PASO ROBLES, CA US","1973-01-31",,,"0.00","0.0","0.0","58","33","55"
"USC00046730","PASO ROBLES, CA US","1973-02-01",,,"0.00","0.0","0.0","63","32","59"
"USC00046730","PASO ROBLES, CA US","1973-02-02",,,"0.00","0.0","0.0","60","39","55"
"USC00046730","PASO ROBLES, CA US","1973-02-03",,,"0.02","0.0","0.0","58","36","55"
"USC00046730","PASO ROBLES, CA US","1973-02-04",,,"0.41","0.0","0.0","62","47","58"
"USC00046730","PASO ROBLES, CA US","1973-02-05",,,"0.04","0.0","0.0","61","36","57"
"USC00046730","PASO ROBLES, CA US","1973-02-06",,,"0.70","0.0","0.0","58","47","54"
"USC00046730","PASO ROBLES, CA US","1973-02-07",,,"0.30","0.0","0.0","60","47","57"
"USC00046730","PASO ROBLES, CA US","1973-02-08",,,"0.00","0.0","0.0","60","43","59"
"USC00046730","PASO ROBLES, CA US","1973-02-09",,,"0.00","0.0","0.0","60","40","55"
"USC00046730","PASO ROBLES, CA US","1973-02-10",,,"1.40","0.0","0.0","61","48","54"
"USC00046730","PASO ROBLES, CA US","1973-02-11",,,"0.98","0.0","0.0","59","44","55"
"USC00046730","PASO ROBLES, CA US","1973-02-12",,,"0.33","0.0","0.0","56","39","48"
"USC00046730","PASO ROBLES, CA US","1973-02-13",,,"0.44","0.0","0.0","63","42","54"
"USC00046730","PASO ROBLES, CA US","1973-02-14",,,"0.14","0.0","0.0","61","42","53"
"USC00046730","PASO ROBLES, CA US","1973-02-15",,,"0.06","0.0","0.0","58","35","54"
"USC00046730","PASO ROBLES, CA US","1973-02-16",,,"0.01","0.0","0.0","57","37","53"
"USC00046730","PASO ROBLES, CA US","1973-02-17",,,"0.00","0.0","0.0","61","38","59"
"USC00046730","PASO ROBLES, CA US","1973-02-18",,,"0.00","0.0","0.0","61","41","59"
"USC00046730","PASO ROBLES, CA US","1973-02-19",,,"0.00","0.0","0.0","66","37","64"
"USC00046730","PASO ROBLES, CA US","1973-02-20",,,"0.00","0.0","0.0","69","34","64"
"USC00046730","PASO ROBLES, CA US","1973-02-21",,,"0.00","0.0","0.0","70","43","64"
"USC00046730","PASO ROBLES, CA US","1973-02-22",,,"0.00","0.0","0.0","69","33","62"
"USC00046730","PASO ROBLES, CA US","1973-02-23",,,"0.00","0.0","0.0","66","39","61"
"USC00046730","PASO ROBLES, CA US","1973-02-24",,,"0.29","0.0","0.0","63","49","56"
"USC00046730","PASO ROBLES, CA US","1973-02-25",,,"0.00","0.0","0.0","68","42","62"
"USC00046730","PASO ROBLES, CA US","1973-02-26",,,"0.20","0.0","0.0","63","39","56"
"USC00046730","PASO ROBLES, CA US","1973-02-27",,,"0.85","0.0","0.0","60","52","57"
"USC00046730","PASO ROBLES, CA US","1973-02-28",,,"0.78","0.0","0.0","62","45","56"
"USC00046730","PASO ROBLES, CA US","1973-03-01",,,"0.01","0.0","0.0","65","43","61"
"USC00046730","PASO ROBLES, CA US","1973-03-02",,,"0.00","0.0","0.0","63","41","58"
"USC00046730","PASO ROBLES, CA US","1973-03-03",,,"0.00","0.0","0.0","61","38","51"
"USC00046730","PASO ROBLES, CA US","1973-03-04",,,"0.15","0.0","0.0","55","36","50"
"USC00046730","PASO ROBLES, CA US","1973-03-05",,,"0.00","0.0","0.0","58","34","54"
"USC00046730","PASO ROBLES, CA US","1973-03-06",,,"0.47","0.0","0.0","57","37","55"
"USC00046730","PASO ROBLES, CA US","1973-03-07",,,"0.00","0.0","0.0","60","35","54"
"USC00046730","PASO ROBLES, CA US","1973-03-08",,,"0.30","0.0","0.0","57","42","56"
"USC00046730","PASO ROBLES, CA US","1973-03-09",,,"0.00","0.0","0.0","61","36","59"
"USC00046730","PASO ROBLES, CA US","1973-03-10",,,"0.00","0.0","0.0","63","43","50"
"USC00046730","PASO ROBLES, CA US","1973-03-11",,,"0.14","0.0","0.0","56","40","47"
"USC00046730","PASO ROBLES, CA US","1973-03-12",,,"0.02","0.0","0.0","63","33","58"
"USC00046730","PASO ROBLES, CA US","1973-03-13",,,"0.00","0.0","0.0","59","33","56"
"USC00046730","PASO ROBLES, CA US","1973-03-14",,,"0.00","0.0","0.0","63","33","61"
"USC00046730","PASO ROBLES, CA US","1973-03-15",,,"0.00","0.0","0.0","68","30","65"
"USC00046730","PASO ROBLES, CA US","1973-03-16",,,"0.00","0.0","0.0","66","32","57"
"USC00046730","PASO ROBLES, CA US","1973-03-17",,,"0.00","0.0","0.0","59","38","51"
"USC00046730","PASO ROBLES, CA US","1973-03-18",,,"0.00","0.0","0.0","60","32","55"
"USC00046730","PASO ROBLES, CA US","1973-03-19",,,"0.00","0.0","0.0","63","29","54"
"USC00046730","PASO ROBLES, CA US","1973-03-20",,,"1.32","0.0","0.0","55","41","48"
"USC00046730","PASO ROBLES, CA US","1973-03-21",,,"0.19","0.0","0.0","56","36","51"
"USC00046730","PASO ROBLES, CA US","1973-03-22",,,"0.00","0.0","0.0","57","32","53"
"USC00046730","PASO ROBLES, CA US","1973-03-23",,,"0.00","0.0","0.0","65","36","61"
"USC00046730","PASO ROBLES, CA US","1973-03-24",,,"0.00","0.0","0.0","66","36","58"
"USC00046730","PASO ROBLES, CA US","1973-03-25",,,"0.00","0.0","0.0","58","41","52"
"USC00046730","PASO ROBLES, CA US","1973-03-26",,,"0.00","0.0","0.0","58","36","54"
"USC00046730","PASO ROBLES, CA US","1973-03-27",,,"0.00","0.0","0.0","63","45","57"
"USC00046730","PASO ROBLES, CA US","1973-03-28",,,"0.00","0.0","0.0","61","34","57"
"USC00046730","PASO ROBLES, CA US","1973-03-29",,,"0.00","0.0","0.0","65","32","62"
"USC00046730","PASO ROBLES, CA US","1973-03-30",,,"0.00","0.0","0.0","64","38","60"
"USC00046730","PASO ROBLES, CA US","1973-03-31",,,"0.00","0.0","0.0","67","41","59"
"USC00046730","PASO ROBLES, CA US","1973-04-01",,,"0.00","0.0","0.0","64","33","58"
"USC00046730","PASO ROBLES, CA US","1973-04-02",,,"0.00","0.0","0.0","67","31","64"
"USC00046730","PASO ROBLES, CA US","1973-04-03",,,"0.00","0.0","0.0","72","30","70"
"USC00046730","PASO ROBLES, CA US","1973-04-04",,,"0.00","0.0","0.0","77","33","73"
"USC00046730","PASO ROBLES, CA US","1973-04-05",,,"0.00","0.0","0.0","78","36","73"
"USC00046730","PASO ROBLES, CA US","1973-04-06",,,"0.00","0.0","0.0","76","41","74"
"USC00046730","PASO ROBLES, CA US","1973-04-07",,,"0.00","0.0","0.0","78","40","75"
"USC00046730","PASO ROBLES, CA US","1973-04-08",,,"0.00","0.0","0.0","74","38","68"
"USC00046730","PASO ROBLES, CA US","1973-04-09",,,"0.00","0.0","0.0","78","36","69"
"USC00046730","PASO ROBLES, CA US","1973-04-10",,,"0.00","0.0","0.0","80","45","77"
"USC00046730","PASO ROBLES, CA US","1973-04-11",,,"0.00","0.0","0.0","83","41","75"
"USC00046730","PASO ROBLES, CA US","1973-04-12",,,"0.00","0.0","0.0","78","42","67"
"USC00046730","PASO ROBLES, CA US","1973-04-13",,,"0.01","0.0","0.0","68","41","58"
"USC00046730","PASO ROBLES, CA US","1973-04-14",,,"0.00","0.0","0.0","66","38","63"
"USC00046730","PASO ROBLES, CA US","1973-04-15",,,"0.00","0.0","0.0","67","44","61"
"USC00046730","PASO ROBLES, CA US","1973-04-16",,,"0.00","0.0","0.0","73","36","71"
"USC00046730","PASO ROBLES, CA US","1973-04-17",,,"0.00","0.0","0.0","73","45","62"
"USC00046730","PASO ROBLES, CA US","1973-04-18",,,"0.00","0.0","0.0","67","37","62"
"USC00046730","PASO ROBLES, CA US","1973-04-19",,,"0.00","0.0","0.0","67","40","63"
"USC00046730","PASO ROBLES, CA US","1973-04-20",,,"0.00","0.0","0.0","69","32","67"
"USC00046730","PASO ROBLES, CA US","1973-04-21",,,"0.00","0.0","0.0","75","32","70"
"USC00046730","PASO ROBLES, CA US","1973-04-22",,,"0.00","0.0","0.0","81","36","74"
"USC00046730","PASO ROBLES, CA US","1973-04-23",,,"0.00","0.0","0.0","75","42","71"
"USC00046730","PASO ROBLES, CA US","1973-04-24",,,"0.00","0.0","0.0","84","38","77"
"USC00046730","PASO ROBLES, CA US","1973-04-25",,,"0.00","0.0","0.0","84","42","81"
"USC00046730","PASO ROBLES, CA US","1973-04-26",,,"0.00","0.0","0.0","89","43","74"
"USC00046730","PASO ROBLES, CA US","1973-04-27",,,"0.00","0.0","0.0","88","45","70"
"USC00046730","PASO ROBLES, CA US","1973-04-28",,,"0.00","0.0","0.0","71","41","50"
"USC00046730","PASO ROBLES, CA US","1973-04-29",,,"0.00","0.0","0.0","59","45","56"
"USC00046730","PASO ROBLES, CA US","1973-04-30",,,"0.00","0.0","0.0","70","42","65"
"USC00046730","PASO ROBLES, CA US","1973-05-01",,,"0.00","0.0","0.0","79","32","76"
"USC00046730","PASO ROBLES, CA US","1973-05-02",,,"0.00","0.0","0.0","83","37","79"
"USC00046730","PASO ROBLES, CA US","1973-05-03",,,"0.00","0.0","0.0","83","39","80"
"USC00046730","PASO ROBLES, CA US","1973-05-04",,,"0.00","0.0","0.0","82","36","62"
"USC00046730","PASO ROBLES, CA US","1973-05-05",,,"0.00","0.0","0.0","75","37","70"
"USC00046730","PASO ROBLES, CA US","1973-05-06",,,"0.00","0.0","0.0","78","45","73"
"USC00046730","PASO ROBLES, CA US","1973-05-07",,,"0.00","0.0","0.0","79","43","76"
"USC00046730","PASO ROBLES, CA US","1973-05-08",,,"0.00","0.0","0.0","83","41","82"
"USC00046730","PASO ROBLES, CA US","1973-05-09",,,"0.00","0.0","0.0","90","44","87"
"USC00046730","PASO ROBLES, CA US","1973-05-10",,,"0.00","0.0","0.0","92","43","91"
"USC00046730","PASO ROBLES, CA US","1973-05-11",,,"0.00","0.0","0.0","93","37","75"
"USC00046730","PASO ROBLES, CA US","1973-05-12",,,"0.00","0.0","0.0","86","45","72"
"USC00046730","PASO ROBLES, CA US","1973-05-13",,,"0.00","0.0","0.0","80","44","78"
"USC00046730","PASO ROBLES, CA US","1973-05-14",,,"0.00","0.0","0.0","76","50","67"
"USC00046730","PASO ROBLES, CA US","1973-05-15",,,"0.00","0.0","0.0","83","47","79"
"USC00046730","PASO ROBLES, CA US","1973-05-16",,,"0.00","0.0","0.0","96","45","93"
"USC00046730","PASO ROBLES, CA US","1973-05-17",,,"0.00","0.0","0.0","99","47","96"
"USC00046730","PASO ROBLES, CA US","1973-05-18",,,"0.00","0.0","0.0","97","42","78"
"USC00046730","PASO ROBLES, CA US","1973-05-19",,,"0.00","0.0","0.0","79","49","68"
"USC00046730","PASO ROBLES, CA US","1973-05-20",,,"0.00","0.0","0.0","75","45","64"
"USC00046730","PASO ROBLES, CA US","1973-05-21",,,"0.00","0.0","0.0","72","44","67"
"USC00046730","PASO ROBLES, CA US","1973-05-22",,,"0.00","0.0","0.0","79","45","75"
"USC00046730","PASO ROBLES, CA US","1973-05-23",,,"0.00","0.0","0.0","83","46","80"
"USC00046730","PASO ROBLES, CA US","1973-05-24",,,"0.00","0.0","0.0","83","49","77"
"USC00046730","PASO ROBLES, CA US","1973-05-25",,,"0.00","0.0","0.0","79","43","70"
"USC00046730","PASO ROBLES, CA US","1973-05-26",,,"0.00","0.0","0.0","80","41","78"
"USC00046730","PASO ROBLES, CA US","1973-05-27",,,"0.00","0.0","0.0","88","48","79"
"USC00046730","PASO ROBLES, CA US","1973-05-28",,,"0.00","0.0","0.0","101","50","88"
"USC00046730","PASO ROBLES, CA US","1973-05-29",,,"0.00","0.0","0.0","95","48","85"
"USC00046730","PASO ROBLES, CA US","1973-05-30",,,"0.05","0.0","0.0","87","46","57"
"USC00046730","PASO ROBLES, CA US","1973-05-31",,,"0.01","0.0","0.0","61","50","55"
"USC00046730","PASO ROBLES, CA US","1973-06-01",,,"0.00","0.0","0.0","69","45","67"
"USC00046730","PASO ROBLES, CA US","1973-06-02",,,"0.00","0.0","0.0","82","44","69"
"USC00046730","PASO ROBLES, CA US","1973-06-03",,,"0.00","0.0","0.0","77","47","61"
"USC00046730","PASO ROBLES, CA US","1973-06-04",,,"0.00","0.0","0.0","82","46","75"
"USC00046730","PASO ROBLES, CA US","1973-06-05",,,"0.00","0.0","0.0","97","47","93"
"USC00046730","PASO ROBLES, CA US","1973-06-06",,,"0.00","0.0","0.0","103","48","99"
"USC00046730","PASO ROBLES, CA US","1973-06-07",,,"0.00","0.0","0.0","104","51","103"
"USC00046730","PASO ROBLES, CA US","1973-06-08",,,"0.00","0.0","0.0","105","52","94"
"USC00046730","PASO ROBLES, CA US","1973-06-09",,,"0.00","0.0","0.0","100","47","89"
"USC00046730","PASO ROBLES, CA US","1973-06-10",,,"0.00","0.0","0.0","89","45","70"
"USC00046730","PASO ROBLES, CA US","1973-06-11",,,"0.00","0.0","0.0","71","47","70"
"USC00046730","PASO ROBLES, CA US","1973-06-12",,,"0.00","0.0","0.0","91","42","90"
"USC00046730","PASO ROBLES, CA US","1973-06-13",,,"0.00","0.0","0.0","90","50","67"
"USC00046730","PASO ROBLES, CA US","1973-06-14",,,"0.00","0.0","0.0","73","38","70"
